0.62672,Tax
-0.971689,Tax
-0.659571,Tax
0.0,Tax
0.0,Tax
-0.799302,Tax
0.796967,Tax
0.780166,Tax
0.659649,Tax
0.789247,Tax
0.0,Tax
0.705371,Tax
-0.977203,Tax
0.0,Tax
0.0,Tax
0.0,Tax
0.0,Tax
0.781805,Tax
-0.800147,Tax
0.0,Tax
0.991869,Tax
0.0,Tax
0.643272,Tax
-1.0,Tax
-0.770809,Tax
0.0,Tax
0.800819,Tax
0.0,Tax
-0.712299,Tax
0.740364,Tax
-0.94941,Tax
0.0,Tax
-0.986917,Tax
0.89914,Tax
0.0,Tax
0.0,Tax
-0.838481,Tax
0.0,Tax
0.633074,Tax
-0.821753,Tax
0.780166,Tax
0.0,Tax
0.941645,Tax
0.67952,Tax
-0.903203,Tax
-0.712299,Tax
-0.90897,Tax
-0.904735,Tax
0.699197,Tax
0.841451,Tax
-0.935243,Tax
0.0,Tax
0.0,Tax
-0.904735,Tax
0.991869,Tax
0.698665,Tax
0.766831,Tax
-0.770809,Tax
0.0,Tax
0.636289,Tax
-0.683127,Tax
-0.770809,Tax
0.0,Tax
-0.708618,Tax
-0.631077,Tax
0.0,Tax
0.0,Tax
0.0,Tax
-0.770809,Tax
0.0,Tax
0.0,Tax
-0.658093,Tax
0.729457,Tax
0.0,Tax
0.0,Tax
-0.704916,Tax
-0.866708,Tax
0.0,Tax
-0.644703,Tax
-0.8992,Tax
-0.783872,Tax
0.0,Tax
0.0,Tax
-0.719887,Tax
0.0,Tax
-0.842096,Tax
0.937199,Tax
0.966189,Tax
-0.719285,Tax
0.741317,Tax
0.0,Tax
0.940814,Tax
0.644597,Tax
-0.799302,Tax
0.991869,Tax
-0.94941,Tax
0.0,Tax
-0.89233,Tax
-0.893799,Tax
0.0,Tax
0.0,Tax
0.0,Tax
-0.712299,Tax
-0.990895,Tax
0.0,Tax
-0.655338,Tax
0.0,Tax
0.797193,Tax
0.743758,Tax
0.0,Tax
-0.808675,Tax
0.633074,Tax
-0.978782,Tax
0.0,Tax
0.0,Tax
0.0,Tax
-0.94941,Tax
0.0,Tax
-0.751785,Tax
0.84162,Tax
-0.753493,Tax
-0.997085,Tax
-0.708757,Tax
0.0,Tax
0.798186,Tax
-0.888829,Tax
-0.701181,Tax
0.0,Tax
0.0,Tax
0.0,Tax
-0.648949,Tax
0.971695,Tax
0.0,Tax
0.93612,Tax
-0.876821,Tax
-0.658861,Tax
-0.807743,Tax
0.0,Tax
0.663477,Tax
0.633074,Tax
0.0,Tax
0.0,Tax
0.633074,Tax
0.0,Tax
0.991869,Tax
0.0,Tax
0.940425,Tax
0.0,Tax
-0.683938,Tax
-0.905003,Tax
0.991869,Tax
-0.998113,Tax
0.0,Tax
0.0,Tax
-0.838481,Tax
0.0,Tax
-0.805074,Tax
0.0,Tax
0.0,Tax
0.650233,Tax
0.707589,Tax
-0.95153,Tax
-0.700252,Tax
0.72163,Tax
0.0,Tax
0.65594,Tax
0.857029,Tax
0.941852,Tax
-0.641889,Tax
-0.830734,Tax
0.0,Tax
-0.854665,Tax
0.0,Tax
0.0,Tax
0.0,Tax
-0.94941,Tax
0.838778,Tax
0.0,Tax
0.644172,Tax
0.66209,Tax
0.0,Tax
-0.800147,Tax
0.0,Tax
-0.880679,Tax
-0.94941,Tax
-0.798716,Tax
0.0,Tax
0.727208,Tax
-0.708757,Tax
-0.900109,Tax
-0.770809,Tax
0.0,Tax
0.0,Tax
-0.636355,Tax
0.780455,Tax
-0.640375,Tax
0.0,Tax
0.659649,Tax
-0.96943,Tax
0.0,Tax
0.707571,Tax
0.708749,Tax
0.986289,Tax
0.698665,Tax
0.960237,Tax
0.991869,Tax
-0.94941,Tax
0.0,Tax
0.0,Tax
0.978768,Tax
-0.893592,Tax
-0.99498,Tax
0.0,Tax
0.766609,Tax
0.991869,Tax
0.766609,Tax
-0.94941,Tax
-0.647244,Tax
0.642817,Tax
-0.840857,Tax
-0.908604,Tax
0.661487,Tax
0.633074,Tax
0.632039,Tax
0.991869,Tax
-0.626626,Tax
-0.903879,Tax
0.798249,Tax
0.0,Tax
-0.770809,Tax
0.0,Tax
0.0,Tax
-0.918713,Tax
0.0,Tax
0.0,Tax
-0.713417,Tax
-0.770809,Tax
0.877175,Tax
0.93321,Tax
-0.757697,Tax
0.0,Tax
-0.963611,Tax
-0.78628,Tax
-0.978275,Tax
-0.656457,Tax
0.883978,Tax
0.0,Tax
0.643987,Tax
0.0,Tax
0.0,Tax
0.727208,Tax
-0.655338,Tax
0.0,Tax
0.0,Tax
-0.995189,Tax
0.0,Tax
0.0,Taxes
-0.770809,Tax
0.0,Tax
-0.944204,Taxes
0.0,Taxes
0.0,Tax
-0.896194,Tax
0.0,Tax
0.0,Tax
0.0,Tax
-0.864482,Taxes
-0.775784,Tax
0.0,Taxes
-0.770809,Tax
0.722749,Tax
-0.997334,Taxes
0.633074,Tax
-0.93612,Tax
0.0,Taxes
0.623253,Taxes
0.736995,Tax
0.0,Tax
0.0,Taxes
0.0,Taxes
-0.843812,Tax
0.663932,Taxes
0.797193,Tax
0.0,Tax
0.0,Taxes
-0.930004,Taxes
0.0,Tax
0.991869,Tax
-0.770809,Tax
-0.968591,Taxes
0.0,Tax
0.0,Tax
0.0,Tax
0.0,Tax
-0.649473,Taxes
0.0,Tax
-0.958201,Tax
0.0,Tax
-0.99079,Tax
0.829274,Tax
-0.660152,Tax
-0.932959,Taxes
0.0,Tax
0.0,Tax
-0.63817,Tax
0.774137,Tax
0.0,Tax
0.0,Tax
0.949143,Tax
0.860763,Tax
0.8701,Taxes
0.647666,Taxes
-0.979014,Tax
0.0,Taxes
0.766733,Taxes
0.950618,Tax
-0.696045,Tax
0.0,Tax
0.633074,Tax
-0.736598,Tax
0.0,Tax
0.0,Taxes
0.628489,Tax
-0.8678,Tax
-0.855638,Taxes
0.991869,Tax
0.0,Taxes
-0.99605,Tax
-0.96657,Tax
0.0,Tax
-0.726534,Tax
0.656436,Taxes
0.0,Tax
0.640799,Tax
0.0,Taxes
-0.885522,Taxes
0.0,Taxes
-0.976084,Tax
-0.770809,Tax
-0.637935,Tax
0.0,Tax
0.0,Tax
0.0,Taxes
-0.776075,Taxes
0.0,Tax
0.0,Taxes
0.892445,Tax
0.0,Taxes
0.672342,Tax
0.0,Taxes
0.755117,Tax
0.672523,Taxes
0.901344,Tax
0.0,Tax
0.0,Tax
0.947495,Tax
0.0,Tax
0.0,Tax
0.0,Tax
0.0,Tax
0.0,Tax
0.0,Tax
-0.877336,Tax
-0.979709,Tax
0.0,Tax
0.72614,Tax
-0.683127,Tax
0.672523,Taxes
0.0,Tax
0.0,Tax
0.0,Tax
-0.951655,Tax
0.0,Tax
0.0,Tax
0.0,Taxes
0.0,Tax
-0.789711,Taxes
0.0,Tax
0.991869,Tax
0.0,Tax
0.0,Tax
0.0,Taxes
0.0,Tax
0.738268,Tax
0.747489,Tax
0.751565,Tax
-0.979486,Tax
0.0,Taxes
0.955208,Tax
0.0,Tax
0.0,Taxes
-0.797699,Taxes
0.0,Tax
0.991869,Tax
0.664831,Tax
0.0,Taxes
0.0,Tax
0.795515,Tax
0.633074,Tax
-0.843328,Taxes
0.635727,Tax
0.805139,Tax
0.0,Tax
0.0,Tax
0.0,Tax
0.633074,Tax
0.93321,Tax
0.0,Taxes
-0.94941,Tax
0.0,Taxes
-0.667871,Tax
-0.945375,Tax
-0.722844,Tax
0.0,Tax
0.0,Taxes
-0.975882,Tax
-0.708831,Taxes
0.0,Taxes
0.0,Tax
0.0,Taxes
-0.677799,Taxes
-0.694797,Taxes
-0.640367,Taxes
0.754042,Taxes
-0.95663,Tax
0.0,Taxes
0.0,Tax
0.0,Taxes
0.672523,Taxes
0.845153,Tax
0.0,Tax
-0.997008,Tax
0.0,Tax
0.65679,Tax
0.633074,Tax
0.871246,Tax
-0.685753,Tax
-0.76321,Tax
0.0,Tax
0.0,Taxes
-0.889956,Tax
-0.985322,Tax
0.0,Tax
0.685569,Taxes
0.727208,Tax
0.0,Tax
-0.78797,Taxes
0.854373,Tax
0.0,Taxes
-0.765564,Taxes
0.647666,Taxes
-0.826219,Tax
-0.94941,Tax
-0.628904,Tax
-0.838806,Taxes
0.0,Tax
-0.997825,Taxes
0.862813,Tax
-0.907406,Taxes
0.0,Taxes
0.0,Tax
0.0,Tax
0.0,Tax
0.0,Tax
-0.68757,Tax
-0.743927,Tax
-0.805079,Tax
0.0,Tax
-0.962562,Taxes
0.0,Tax
-0.938526,Taxes
0.668983,Tax
0.730196,Tax
0.704112,Tax
0.755055,Taxes
0.0,Taxes
0.0,Tax
-0.847814,Tax
-0.754282,Tax
-0.91784,Taxes
0.0,Tax
-0.862299,Taxes
0.0,Taxes
0.672523,Taxes
-0.683127,Tax
0.0,Tax
0.0,Taxes
0.0,Tax
-0.791699,Tax
0.0,Tax
0.0,Tax
0.902457,Taxes
0.0,Tax
0.0,Tax
0.0,Tax
0.0,Tax
-0.99418,Tax
0.791776,Tax
0.894608,Tax
0.0,Tax
0.0,Tax
0.0,Taxes
-0.724094,Taxes
-0.946601,Tax
-0.6655,Taxes
-0.975882,Tax
0.0,Tax
0.0,Taxes
0.0,Tax
0.0,Taxes
0.0,Tax
-0.770809,Tax
-0.928504,Taxes
0.0,Tax
0.0,Tax
-0.89449,Taxes
0.0,Taxes
-0.89233,Tax
0.788,Taxes
-0.98929,Tax
0.989478,Tax
0.991869,Tax
0.718315,Tax
-0.942971,Tax
0.0,Tax
-0.800052,Taxes
-0.625715,Tax
0.0,Taxes
-0.999446,Taxes
0.633074,Tax
0.878705,Taxes
-0.849632,Tax
0.0,Taxes
0.951852,Tax
-0.989362,Taxes
-0.625715,Tax
0.0,Taxes
0.0,Taxes
-0.734605,Taxes
-0.914114,Taxes
-0.712101,Taxes
0.0,Tax
0.761687,Tax
0.761687,Taxes
0.936271,Taxes
0.0,Tax
0.0,Taxes
0.920579,Tax
-0.625715,Tax
0.661707,Tax
0.0,Tax
-0.970386,Taxes
0.0,Taxes
0.745723,Taxes
0.0,Taxes
0.633074,Tax
-0.625715,Tax
0.625778,Taxes
0.755055,Taxes
0.0,Taxes
0.0,Taxes
0.0,Tax
0.0,Taxes
0.0,Tax
0.633074,Tax
0.922307,Taxes
0.0,Taxes
0.87366,Tax
0.0,Taxes
0.769403,Taxes
0.769403,Taxes
-0.975882,Tax
0.644597,Tax
0.0,Tax
0.686357,Tax
0.0,Taxes
0.704969,Taxes
0.0,Taxes
0.0,Tax
-0.993862,Taxes
0.649467,Tax
-0.625715,Tax
0.0,Tax
0.0,Tax
-0.832026,Tax
0.0,Tax
-0.735955,Tax
0.0,Taxes
0.0,Tax
0.0,Tax
0.0,Tax
0.708484,Taxes
-0.795085,Taxes
0.629595,Tax
0.0,Taxes
-0.979709,Tax
0.0,Tax
0.0,Taxes
0.0,Tax
0.0,Tax
-0.832026,Tax
0.680306,Tax
-0.625715,Tax
0.65642,Tax
0.656437,Tax
-0.955964,Taxes
-0.955964,Tax
0.0,Taxes
0.0,Tax
0.0,Taxes
0.0,Tax
0.869411,Taxes
0.0,Taxes
0.0,Taxes
0.0,Tax
0.816868,Tax
0.639569,Tax
0.0,Taxes
0.0,Tax
0.0,Tax
0.884783,Tax
-0.625715,Tax
0.0,Tax
0.0,Taxes
0.0,Tax
-0.979121,Tax
0.0,Tax
0.980515,Taxes
-0.883151,Tax
-0.872888,Tax
-0.625715,Tax
0.0,Tax
0.754143,Tax
-0.917522,Tax
0.0,Taxes
0.0,Tax
0.0,Tax
0.0,Taxes
0.0,Taxes
-0.810466,Tax
-0.997394,Tax
0.0,Tax
-0.70088,Taxes
0.0,Taxes
0.0,Taxes
-0.821753,Tax
0.0,Taxes
0.742109,Tax
0.0,Tax
0.0,Tax
-0.921382,Tax
0.0,Taxes
0.0,Tax
0.973122,Tax
-0.87847,Tax
-0.849805,Tax
0.949826,Tax
0.0,Tax
-0.813063,Tax
-0.746633,Tax
0.764485,Tax
0.0,Tax
0.677389,Tax
0.739302,Tax
-0.774507,Tax
0.0,Tax
0.708577,Taxes
0.0,Taxes
0.0,Tax
0.878705,Taxes
0.0,Taxes
-0.849805,Tax
0.0,Taxes
0.0,Taxes
0.848712,Tax
0.0,Tax
0.838778,Tax
-0.704965,Tax
0.0,Tax
-0.992768,Taxes
-0.94941,Tax
-0.94941,Tax
-0.94941,Tax
-0.94941,Tax
-0.94941,Tax
-0.94941,Tax
-0.94941,Tax
-0.94941,Tax
-0.94941,Tax
-0.94941,Tax
-0.94941,Tax
-0.94941,Tax
-0.94941,Tax
-0.94941,Tax
-0.94941,Tax
0.0,Tax
-0.94941,Tax
-0.94941,Tax
-0.94941,Tax
-0.94941,Tax
-0.94941,Tax
-0.94941,Tax
-0.94941,Tax
-0.94941,Tax
-0.94941,Tax
-0.94941,Tax
-0.94941,Tax
-0.94941,Tax
-0.94941,Tax
-0.94941,Tax
-0.94941,Tax
-0.94941,Tax
-0.94941,Tax
-0.94941,Tax
-0.94941,Tax
-0.94941,Tax
-0.94941,Tax
-0.94941,Tax
-0.94941,Tax
0.682661,Tax
-0.625715,Tax
0.0,Tax
0.0,Tax
0.0,Taxes
-0.794172,Taxes
-0.911637,Tax
0.883588,Tax
-0.710564,Tax
0.782554,Tax
-0.657471,Taxes
0.660972,Taxes
0.0,Taxes
0.0,Tax
-0.625715,Tax
-0.760071,Taxes
-0.85092,Tax
-0.94941,Tax
0.0,Taxes
0.712236,Tax
0.89054,Taxes
0.0,Tax
0.0,Tax
0.766609,Tax
0.65642,Tax
0.0,Taxes
-0.688089,Tax
0.0,Tax
-0.94941,Tax
0.0,Tax
0.788964,Taxes
-0.689021,Tax
0.0,Taxes
